Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2018            ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-5015,JEZ                 ,1552-5007    ,1552-5015    ,3,6,14,6,28,4,3,6,1,4,2,2,3,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Family Theory & Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1756-2589,JFTR                ,1756-2570    ,1756-2589    ,1,8,10,10,2,4,18,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Family Therapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6427,JOFT                ,0163-4445    ,1467-6427    ,0,4,2,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,0,2
Journal of Field Ornithology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1557-9263,JOFO                ,0273-8570    ,1557-9263    ,17,15,77,22,11,4,1,10,16,1,3,4,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Field Robotics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-4967,ROB                 ,1556-4959    ,1556-4967    ,1,0,18,10,6,6,2,5,5,2,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Financial Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-6803,JFIR                ,0270-2592    ,1475-6803    ,0,0,2,0,2,0,1,2,1,0,0,0,3,2,3,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0
Journal of Fish Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1095-8649,JFB                 ,0022-1112    ,1095-8649    ,7,10,27,20,16,7,18,11,9,9,13,11,6,9,6,9,4,3,1,6,3,7,2,5,3,1,0,1,0,3,30
Journal of Fish Diseases,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2761,JFD                 ,0140-7775    ,1365-2761    ,28,30,7,7,10,7,9,7,5,8,0,3,1,6,7,4,5,1,2,2,0,0,2,0,0,0,0,0,0,0,7
Journal of Flood Risk Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-318X,JFR3                ,1753-318X    ,1753-318X    ,5,32,13,3,0,0,3,0,2,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Food Biochemistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4514,JFBC                ,0145-8884    ,1745-4514    ,4,4,10,6,4,1,0,6,3,1,1,0,1,1,0,0,2,0,4,0,0,1,0,1,0,1,2,1,0,0,7
Journal of Food Lipids,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4522,JFL                 ,1065-7258    ,1745-4522    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Journal of Food Process Engineering,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4530,JFPE                ,0145-8876    ,1745-4530    ,9,10,16,14,3,2,4,2,2,1,0,1,4,1,6,0,1,0,0,1,2,3,0,4,0,0,1,0,0,4,10
Journal of Food Processing and Preservation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4549,JFPP                ,0145-8892    ,1745-4549    ,11,32,66,7,12,6,2,1,1,10,5,0,0,4,1,1,2,0,2,0,0,1,0,3,0,3,0,2,0,0,4
Journal of Food Quality,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4557,JFQ                 ,0146-9428    ,1745-4557    ,1,0,0,10,3,3,5,1,1,2,3,9,2,0,4,2,3,2,4,1,0,0,1,1,1,0,0,0,4,0,13
Journal of Food Safety,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4565,JFS                 ,0149-6085    ,1745-4565    ,8,9,10,3,1,1,2,2,3,5,0,2,1,1,0,1,1,2,10,1,3,1,0,0,0,0,0,0,0,0,5
Journal of Food Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1750-3841,JFDS                ,0022-1147    ,1750-3841    ,51,160,87,51,66,56,42,46,57,56,37,37,79,36,36,23,46,33,25,10,20,26,17,13,15,20,28,20,26,20,416
Journal of Food Science Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-4329,JFS3                ,1541-4329    ,1541-4329    ,0,18,5,4,5,0,1,0,2,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Foodservice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-0159,FRI                 ,1748-0140    ,1748-0159    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Forecasting,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-131X,FOR                 ,0277-6693    ,1099-131X    ,0,0,5,0,1,2,5,4,4,1,1,1,0,0,1,0,0,10,0,2,2,0,0,0,0,0,0,0,0,0,0
Journal of Forensic Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-4029,JFO                 ,0022-1198    ,1556-4029    ,8,21,15,12,11,13,13,13,15,6,14,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Futures Markets,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9934,FUT                 ,0270-7314    ,1096-9934    ,1,0,5,0,5,6,3,1,1,0,1,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Journal of Gastroenterology and Hepatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1746,JGH                 ,0815-9319    ,1440-1746    ,47,18,37,24,10,14,23,9,27,25,3,6,6,11,8,5,8,8,10,3,5,3,1,1,0,2,0,5,0,1,1
Journal of General Internal Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1497,JGI                 ,0884-8734    ,1525-1497    ,2,0,0,0,0,0,0,0,0,0,0,0,0,15,27,32,1,4,20,2,3,2,4,0,0,0,0,0,0,0,0
Journal of General and Family Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2189-7948,JGF2                ,2189-7948    ,2189-7948    ,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202,JGR                 ,0148-0227    ,2156-2202    ,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
Journal of Geophysical Research: Atmospheres,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-8996,JGRD                ,2169-897X    ,2169-8996    ,48,94,111,60,35,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Atmospheres,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202d,JGRD                ,0148-0227    ,2156-2202    ,30,0,0,0,0,0,0,46,24,15,27,26,46,24,15,30,51,40,15,25,15,24,36,11,8,4,10,6,9,6,51
Journal of Geophysical Research: Biogeosciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-8961,JGRG                ,2169-8953    ,2169-8961    ,6,29,49,23,19,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Biogeosciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202g,JGRG                ,0148-0227    ,2156-2202    ,0,0,0,0,0,0,0,11,22,11,10,6,19,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Earth Surface,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202f,JGRF                ,0148-0227    ,2156-2202    ,0,0,0,0,0,0,0,10,5,7,4,17,2,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Earth Surface,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-9011,JGRF                ,2169-9003    ,2169-9011    ,39,15,23,12,19,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Oceans,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-9291,JGRC                ,2169-9275    ,2169-9291    ,26,6,37,9,17,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Oceans,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202c,JGRC                ,0148-0227    ,2156-2202    ,8,0,0,0,0,0,0,19,16,6,4,15,10,5,17,2,2,10,6,3,12,8,3,1,8,5,0,3,3,1,40
Journal of Geophysical Research: Planets,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202e,JGRE                ,0148-0227    ,2156-2202    ,4,0,0,0,0,0,0,8,6,44,5,10,19,18,0,8,24,0,4,4,8,8,7,11,4,2,3,29,7,0,0
Journal of Geophysical Research: Planets,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-9100,JGRE                ,2169-9097    ,2169-9100    ,46,50,54,29,8,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Solid Earth,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-9356,JGRB                ,2169-9313    ,2169-9356    ,142,65,148,95,42,76,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Solid Earth,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202b,JGRB                ,0148-0227    ,2156-2202    ,60,0,0,0,0,0,0,54,50,51,18,43,29,29,28,17,46,15,15,38,14,19,16,16,33,11,8,6,16,18,164
Journal of Geophysical Research: Space Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2169-9402,JGRA                ,2169-9380    ,2169-9402    ,19,15,67,43,29,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Geophysical Research: Space Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2156-2202a,JGRA                ,0148-0227    ,2156-2202    ,12,0,0,0,0,0,0,9,13,8,10,6,13,5,1,2,7,14,3,2,7,1,5,3,4,6,3,1,9,4,52
Journal of Graph Theory,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0118,JGT                 ,0364-9024    ,1097-0118    ,3,2,1,2,10,0,0,1,0,1,0,0,1,1,0,3,0,1,0,6,1,0,0,0,2,1,1,2,1,1,7
Journal of Healthcare Risk Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2040-0861,JHRM                ,1074-4797    ,2040-0861    ,2,3,1,3,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Hepato-Biliary-Pancreatic Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1868-6982,JHBP                ,1868-6974    ,1868-6982    ,0,27,8,2,6,2,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Hepato-Biliary-Pancreatic Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1868-6982a,JHBP                ,0944-1166    ,1868-6982    ,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0
Journal of Heterocyclic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-5193,JHET                ,0022-152X    ,1943-5193    ,13,6,13,4,1,6,8,1,2,0,7,3,1,3,6,3,0,5,6,1,0,1,9,2,3,3,1,1,3,4,58
Journal of High Resolution Chromatography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4168,JHRC                ,0935-6304    ,1521-4168    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Journal of Historical Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6443,JOHS                ,0952-1909    ,1467-6443    ,3,7,14,12,0,1,2,0,5,0,0,4,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,3
Journal of Hospital Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1553-5606,JHM                 ,1553-5592    ,1553-5606    ,15,0,0,46,17,9,16,10,9,51,5,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Human Nutrition and Dietetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-277X,JHN                 ,0952-3871    ,1365-277X    ,6,0,17,13,11,16,8,0,9,5,7,9,6,4,9,6,4,5,4,0,0,3,1,2,1,2,0,1,0,0,1
Journal of Industrial Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1530-9290,JIEC                ,1088-1980    ,1530-9290    ,42,7,48,11,18,34,38,21,24,11,13,10,3,3,5,3,4,3,5,8,3,0,1,0,0,0,0,0,0,0,0
Journal of Integrative Plant Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7909,JIPB                ,1672-9072    ,1744-7909    ,50,34,38,52,26,21,2,12,5,17,3,7,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Intellectual Disability Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2788,JIR                 ,0964-2633    ,1365-2788    ,3,3,13,0,3,2,4,2,5,15,7,4,4,15,5,11,16,8,4,1,2,1,2,0,0,0,0,0,0,0,0
Journal of Intensive Care Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1489,JIC                 ,0885-0666    ,1525-1489    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Journal of Interactive Marketing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6653,DIR                 ,1094-9968    ,1520-6653    ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Interdisciplinary Nanomedicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2058-3273,JIN2                ,2058-3273    ,2058-3273    ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Interior Design,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1939-1668,JOID                ,1071-7641    ,1939-1668    ,0,2,9,9,0,0,0,0,0,1,3,0,6,2,0,1,2,1,0,0,1,0,0,4,1,0,2,0,0,0,1
Journal of Internal Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2796,JOIM                ,0954-6820    ,1365-2796    ,29,47,22,18,17,32,17,24,16,2,3,3,24,13,4,3,2,2,6,4,8,9,7,2,0,4,11,1,1,1,5
Journal of International Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1328,JID                 ,0954-1748    ,1099-1328    ,4,5,22,12,26,16,4,7,14,8,4,2,1,3,1,6,2,2,7,0,2,1,1,0,0,0,0,0,0,0,0
Journal of International Financial Management & Accounting,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-646X,JIFM                ,0954-1314    ,1467-646X    ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Interventional Cardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-8183,JOIC                ,0896-4327    ,1540-8183    ,1,6,5,5,2,0,7,1,2,1,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Journal of Investigative Psychology and Offender Profiling,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1544-4767,JIP                 ,1544-4759    ,1544-4767    ,0,0,3,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Investigative and Clinical Dentistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-1626,JICD                ,2041-1618    ,2041-1626    ,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Labelled Compounds,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1344a,JLCR                ,0022-2135    ,1099-1344    ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Journal of Labelled Compounds and Radiopharmaceuticals,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1344,JLCR                ,0362-4803    ,1099-1344    ,42,26,18,10,9,6,7,4,5,4,4,2,2,2,0,2,3,5,2,1,0,0,1,0,6,3,0,0,0,1,9
Journal of Labor and Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2471-4607,WUSA                ,2471-4607    ,2471-4607    ,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Latin American Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-7180a,JLCA                ,1085-7052    ,1548-7180    ,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Journal of Law and Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6478,JOLS                ,0263-323X    ,1467-6478    ,3,2,24,1,0,2,1,5,0,0,1,2,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
Journal of Leadership Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-262X,JLS                 ,1935-2611    ,1935-262X    ,0,0,1,4,1,4,2,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Legal Studies Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-1722,JLSE                ,0896-5811    ,1744-1722    ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Leukocyte Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-3673,JLB                 ,0741-5400    ,1938-3673    ,39,71,105,35,32,23,34,16,18,13,16,23,21,20,5,17,10,9,27,6,8,1,2,3,1,2,1,0,0,1,3
Journal of Linguistic Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1395,JOLA                ,1055-1360    ,1548-1395    ,0,0,6,1,1,1,5,5,8,4,2,1,2,0,1,1,5,3,0,1,2,2,0,0,0,0,0,0,0,0,0
Journal of Magnetic Resonance Imaging,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2586,JMRI                ,1053-1807    ,1522-2586    ,172,89,166,47,71,46,57,64,34,40,31,19,58,6,12,17,11,12,13,6,4,7,4,0,2,0,1,0,0,0,0
Journal of Management Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-6486,JOMS                ,0022-2380    ,1467-6486    ,6,9,19,33,8,23,10,22,23,19,16,19,10,13,19,9,18,8,8,12,4,2,4,12,1,3,0,3,2,0,19
Journal of Marital and Family Therapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-0606,JMFT                ,0194-472X    ,1752-0606    ,1,7,2,7,2,0,0,4,4,2,0,1,4,0,3,1,0,0,0,1,0,2,0,0,0,1,0,2,0,1,6
Journal of Marriage and Family,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-3737,JOMF                ,0022-2445    ,1741-3737    ,82,100,59,47,16,15,26,21,24,56,33,27,5,31,40,68,16,18,25,45,0,0,0,0,0,0,0,0,0,0,0
Journal of Mass Spectrometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9888c,JMS                 ,1076-5174    ,1096-9888    ,7,2,2,3,10,3,15,11,15,3,3,9,4,7,8,6,2,3,0,4,1,0,6,3,1,0,0,0,0,0,0
Journal of Medical Imaging and Radiation Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-9485,JMIRO               ,1754-9477    ,1754-9485    ,3,0,9,8,3,5,6,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Medical Primatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0684,JMP                 ,0047-2565    ,1600-0684    ,2,4,3,5,2,5,4,1,0,5,4,11,1,0,1,1,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0
Journal of Medical Radiation Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2051-3909,JMRS                ,2051-3895    ,2051-3909    ,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Medical Virology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9071,JMV                 ,0146-6615    ,1096-9071    ,11,16,16,7,6,0,8,3,4,0,5,10,3,12,5,1,14,1,5,0,0,1,2,0,0,2,3,0,0,0,6
Journal of Metamorphic Geology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1314,JMG                 ,0263-4929    ,1525-1314    ,2,1,5,1,2,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Journal of Microcolumn Separations,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-667X,MCS                 ,1040-7685    ,1520-667X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Microscopy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2818,JMI                 ,0022-2720    ,1365-2818    ,10,10,20,26,15,7,21,30,26,14,17,34,23,16,21,29,17,7,6,23,9,16,12,3,6,2,4,4,6,2,129
Journal of Midwifery & Women's Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-2011,JMWH                ,1526-9523    ,1542-2011    ,0,11,18,10,9,6,8,16,1,3,0,1,3,1,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Molecular Recognition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1352,JMR                 ,0952-3499    ,1099-1352    ,6,1,10,0,4,3,5,2,2,1,7,0,5,0,1,9,5,1,0,1,0,2,0,1,1,1,2,0,0,0,0
"Journal of Money, Credit and Banking",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1538-4616,JMCB                ,0022-2879    ,1538-4616    ,0,4,8,8,8,6,10,4,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Morphology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4687,JMOR                ,0362-2525    ,1097-4687    ,27,7,5,7,7,12,11,0,7,3,2,2,7,4,7,1,1,4,2,4,0,1,0,3,2,10,1,2,0,6,107
Journal of Multi-Criteria Decision Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1360,MCDA                ,1057-9214    ,1099-1360    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Multicultural Counseling and Development,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-1912,JMCD                ,0883-8534    ,2161-1912    ,0,0,3,2,0,0,1,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0
Journal of Muscle Foods,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-4573,JMF                 ,1046-0756    ,1745-4573    ,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Neurobiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4695,NEU                 ,0022-3034    ,1097-4695    ,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16,15,14,4,2,1,3,2,2,7,0,3,1,4,11,26
Journal of Neurochemistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-4159,JNC                 ,0022-3042    ,1471-4159    ,52,52,96,101,110,55,74,55,50,54,61,76,82,72,47,41,73,43,61,42,35,48,39,39,28,8,14,16,14,12,113
Journal of Neuroendocrinology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2826,JNE                 ,0953-8194    ,1365-2826    ,10,19,4,21,7,29,3,12,2,5,4,22,0,3,5,9,11,7,2,4,2,0,0,1,1,3,0,0,1,0,0
Journal of Neuroimaging,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1552-6569,JON                 ,1051-2284    ,1552-6569    ,13,7,17,14,12,1,11,3,1,3,0,1,5,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Neuropsychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-6653,JNP                 ,1748-6645    ,1748-6653    ,3,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Neuroscience Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4547,JNR                 ,0360-4012    ,1097-4547    ,44,28,89,19,13,18,5,5,12,27,13,25,13,16,22,19,14,26,18,14,10,12,1,3,6,6,9,3,2,4,8
Journal of Nurse-Midwifery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1879-1565,JMWH                ,0091-2182    ,1879-1565    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Journal of Nursing Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2834,JONM                ,0966-0429    ,1365-2834    ,10,6,23,32,16,24,19,12,24,11,28,7,4,23,10,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0
Journal of Nursing Scholarship,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1547-5069,JNU                 ,1527-6546    ,1547-5069    ,2,11,19,9,25,1,2,6,4,1,2,8,0,6,6,3,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0
