Last Updated,02/10/18,.,WILEY CONFIDENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiley Online Library Journals List  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Code used by Wiley ,ISSN,eSSN,Title,Price,2017 Usage,Cost per use,FTE Band (if applicable),Journal DOI,Wiley  Online Library URL,General Subject Category,Primary Subject Area,Media,External notes PRICING,POD availability,Online Open,Included in Database Model,Full Collection,STM Collection,SSH Collection,Medicine & Nursing Collection,Not in any Standard Collections,R4L Collection,INASP Collection,Collection Start year/Start year for Current Sub,Collection Start Volume/Start Vol for current Sub,Current Year Volume,Current Year Issue,Backfile Start Year,Backfile Start Volume,Backfile Start Issue,Backfile End Year,Backfile End Volume,Backfile End Issue,Society Name,2018 Impact Factor,
2263,1022-1336,1521-3927,MACROMOLECULAR RAPID COMMUNICATIONS,#N/A,52,#N/A,,10.1002/(ISSN)1521-3927,https://onlinelibrary.wiley.com/journal/15213927,Physical Sciences & Engineering,Polymer Science & Technology General,Online,2018 E-only title ,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1998,20,40,24,1980,VOL. 1,1,1997,19,12,,4.265,
2264,1438-7492,1439-2054,MACROMOLECULAR MATERIALS AND ENGINEERING,#N/A,326,#N/A,,10.1002/(ISSN)1439-2054,https://onlinelibrary.wiley.com/journal/14392054,Physical Sciences & Engineering,Polymer Science & Technology General,Online,2018 E-only title ,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1998,254,304,12,1967,VOL. 1,1,1997,253,1,,,
2265,1022-1360,1521-3900,MACROMOLECULAR SYMPOSIA,#N/A,0,#N/A,,10.1002/(ISSN)1521-3900,https://onlinelibrary.wiley.com/journal/15213900,Physical Sciences & Engineering,Polymer Science & Technology General,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2000,149,383-388,6,1986,VOL. 1,1,1993,79,1,,,
2266,1438-1656,1527-2648,ADVANCED ENGINEERING MATERIALS,#N/A,390,#N/A,,10.1002/(ISSN)1527-2648,https://onlinelibrary.wiley.com/journal/15272648,Physical Sciences & Engineering,General & Introductory Materials Science,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1999,1,21,12,,,,,,,,2.319,
2267,1439-4235,1439-7641,CHEMPHYSCHEM,#N/A,928,#N/A,,10.1002/(ISSN)1439-7641,https://onlinelibrary.wiley.com/journal/14397641,Chemistry,Physical Chemistry,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2000,1,20,24,,,,,,,ChemPubSoc Europe,3.075,
2268,1439-4227,1439-7633,CHEMBIOCHEM,#N/A,1186,#N/A,,10.1002/(ISSN)1439-7633,https://onlinelibrary.wiley.com/journal/14397633,Chemistry,Biochemistry (Chemical Biology),Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2000,1,20,24,,,,,,,ChemPubSoc Europe,2.847,
2269,1619-8662,,LEBENSMITTEL-INDUSTRIE,169,#N/A,#N/A,,Print Only; no DOI,http://www.gitverlag.com/en/global/media_and_markets/chemistry_pharma_food/lvt_lebensmittel_industrie/index.html,Chemistry,Industrial Chemistry,Print,"Print Only title, Controlled Circulation ",,No,No,,,,,Not in any Standard Collection,,,,,64,9,,,,,,,,,
2293,1615-6846,1615-6854,FUEL CELLS,#N/A,73,#N/A,,10.1002/(ISSN)1615-6854,https://onlinelibrary.wiley.com/journal/16156854,Physical Sciences & Engineering,Batteries & Fuel Cells,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2001,1,19,6,,,,,,,,1.769,
2296,1613-6810,1613-6829,SMALL,#N/A,3371,#N/A,,10.1002/(ISSN)1613-6829,https://onlinelibrary.wiley.com/journal/16136829,Physical Sciences & Engineering,General Nanotechnology,Online,2018 E-only title ,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2005,1,15,52,,,,,,,,8.643,
2327,1469-221X,1469-3178,EMBO REPORTS,#N/A,372,#N/A,FTE-Small,10.1002/(ISSN)1469-3178,https://onlinelibrary.wiley.com/journal/14693178,Life Sciences,Cell & Molecular Biology,Online,E-only title. Also available through Highwire. Part of package. 12 month rolling embargo.,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2000,1,20,12,,,,,,,EMBO,8.568,
2328,0261-4189,1460-2075,THE EMBO JOURNAL,#N/A,589,#N/A,,10.1002/(ISSN)1460-2075,https://onlinelibrary.wiley.com/journal/14602075,Life Sciences,Cell & Molecular Biology,Online,E-only title. Also available through Highwire. Part of package. 12 month rolling embargo.,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,16,38,24,,,,,,,EMBO,9.792,
2410,1612-8850,1612-8869,PLASMA PROCESSES AND POLYMERS,#N/A,76,#N/A,,10.1002/(ISSN)1612-8869,https://onlinelibrary.wiley.com/journal/16128869,Physical Sciences & Engineering,Polymer Science & Technology General,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2004,1,16,12,,,,,,,,2.713,
2414,1863-8880,1863-8899,LASER & PHOTONICS REVIEWS,#N/A,249,#N/A,FTE-Small,10.1002/(ISSN)1863-8899,https://onlinelibrary.wiley.com/journal/18638899,Physical Sciences & Engineering,General & Introductory Physics,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2007,1,13,12,,,,,,,,7.486,
2446,1860-6768,1860-7314,BIOTECHNOLOGY JOURNAL,#N/A,625,#N/A,FTE-Small,10.1002/(ISSN)1860-7314,https://onlinelibrary.wiley.com/journal/18607314,Life Sciences,Biotechnology (Life Sciences),Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2006,1,14,12,,,,,,,European Biosafety Association,3.781,
2451,1861-4728,1861-471X,CHEMISTRY - AN ASIAN JOURNAL,#N/A,444,#N/A,FTE-Small,10.1002/(ISSN)1861-471X,https://onlinelibrary.wiley.com/journal/1861471X,Chemistry,General & Introductory Chemistry,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2006,1,14,24,,,,,,,Asian Chemical Editorial Society,3.692,
2452,1860-7179,1860-7187,CHEMMEDCHEM,#N/A,633,#N/A,FTE-Small,10.1002/(ISSN)1860-7187,https://onlinelibrary.wiley.com/journal/18607187,Chemistry,Pharmaceutical & Medicinal Chemistry,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2006,1,14,24,,,,,,,ChemPubSoc Europe,3.225,
2456,1862-8346,1862-8354,PROTEOMICS - CLINICAL APPLICATIONS,#N/A,142,#N/A,FTE-Small,10.1002/(ISSN)1862-8354,https://onlinelibrary.wiley.com/journal/18628354,Life Sciences,Cell & Molecular Biology,Online,2018 E-only title ,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2007,1,13,6,,,,,,,,3.814,
2465,1862-832X,1862-8338,MACROMOLECULAR REACTION ENGINEERING,#N/A,50,#N/A,FTE-Small,10.1002/(ISSN)1862-8338,https://onlinelibrary.wiley.com/journal/18628338,Physical Sciences & Engineering,Polymer Science & Technology General,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2007,1,13,6,,,,,,,,1.256,
2475,1864-063X,1864-0648,JOURNAL OF BIOPHOTONICS,#N/A,237,#N/A,FTE-Small,10.1002/(ISSN)1864-0648,https://onlinelibrary.wiley.com/journal/18640648,Physical Sciences & Engineering,Optics & Photonics,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2008,1,12,12,,,,,,,,4.328,
2476,1864-5631,1864-564X,CHEMSUSCHEM,#N/A,748,#N/A,FTE-Small,10.1002/(ISSN)1864-564X,https://onlinelibrary.wiley.com/journal/1864564X,Chemistry,Sustainable Chemistry & Green Chemistry,Online,E-only title,Yes,Yes,Yes,,,,,Not in any Standard Collection,,INASP Collection,2008,1,12,24,,,,,,,ChemPubSoc Europe,7.226,
2478,1865-7362,1865-7389,GEOMECHANICS AND TUNNELLING,#N/A,12,#N/A,,10.1002/(ISSN)1865-7389,https://onlinelibrary.wiley.com/journal/18657389,Physical Sciences & Engineering,General & Introductory Civil Engineering & Construction,Print & Online,,,No,Yes,Full Collection,STM Collection,,,,,INASP Collection,2008,1,12,6,,,,,,,Osterreichische Gesellschaft fur Geomechanik,,
2488,1866-9328,,UNTERNEHMERBRIEF BAUWIRTSCHAFT,#N/A,#N/A,#N/A,,No DOI,,Physical Sciences & Engineering,General & Introductory Civil Engineering & Construction,Print,Print Only title,,No,No,,,,,Not in any Standard Collection,,,,,42,12,,,,,,,,,
2489,1867-0520,1867-0539,STEEL CONSTRUCTION: DESIGN AND RESEARCH,#N/A,5,#N/A,,10.1002/(ISSN)1867-0539,https://onlinelibrary.wiley.com/journal/18670539,Physical Sciences & Engineering,General & Introductory Civil Engineering & Construction,Print & Online,,,No,Yes,Full Collection,STM Collection,,,,,INASP Collection,2008,1,12,4,,,,,,,European Convention for Constructional Steelwork,,
2491,1867-3880,1867-3899,CHEMCATCHEM,#N/A,530,#N/A,FTE-Small,10.1002/(ISSN)1867-3899,https://onlinelibrary.wiley.com/journal/18673899,Chemistry,Catalysis,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2009,1,11,24,,,,,,,ChemPubSoc Europe,4.803,
2520,1611-3683,1869-344X,STEEL RESEARCH INTERNATIONAL,#N/A,0,#N/A,,10.1002/(ISSN)1869-344X,https://onlinelibrary.wiley.com/journal/1869344X,Physical Sciences & Engineering,General & Introductory Materials Science,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,81,90,12,1927,VOL 1,1,1996,67,12,The Austrian Society for Metallurgy and Materials (ASMET),1.235,
2525,0021-2148,1869-5868,ISRAEL JOURNAL OF CHEMISTRY,#N/A,161,#N/A,,10.1002/(ISSN)1869-5868,https://onlinelibrary.wiley.com/journal/18695868,Chemistry,General & Introductory Chemistry,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2000,40,59,12,1963,,,1999,,,Israel Chemical Society,2.425,
2528,1614-6832,1614-6840,ADVANCED ENERGY MATERIALS,#N/A,2855,#N/A,FTE-Small,10.1002/(ISSN)1614-6840,https://onlinelibrary.wiley.com/journal/16146840,Physical Sciences & Engineering,General & Introductory Materials Science,Online,E-only title,Yes,Yes,Yes,,,,,Not in any Standard Collection,,,2011,1,9,36,,,,,,,,16.721,
2534,0172-6145,2190-6653,GEOTECHNIK,#N/A,3,#N/A,,10.1002/(ISSN)2190-6653,https://onlinelibrary.wiley.com/journal/21906653,Physical Sciences & Engineering,General & Introductory Civil Engineering & Construction,Print & Online,,,No,Yes,Full Collection,STM Collection,,,,,INASP Collection,2011,1,42,4,,,,,,,Deutsche Gesellschaft fur Geotechnik e V,,
2600,0009-4536,2192-6549,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,#N/A,102,#N/A,,10.1002/(ISSN)2192-6549,https://onlinelibrary.wiley.com/journal/21926549,Chemistry,General & Introductory Chemistry,Online,E-only title. ,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1998,58,66,12,1954,1,1,2010,57,6,Chemical Society Located in Taipei,0.879,
AAB,0003-4746,1744-7348,ANNALS OF APPLIED BIOLOGY,1380,560,$2.46,,10.1111/(ISSN)1744-7348,https://onlinelibrary.wiley.com/journal/17447348,Life Sciences,Plant Science,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,130,174-175,6,1914,VOL. 1,1,1996,129,3,Association of Applied Biologists,,
AAE,0905-7196,1600-0471,ARABIAN ARCHAEOLOGY AND EPIGRAPHY,1221,411,$2.97,,10.1111/(ISSN)1600-0471,https://onlinelibrary.wiley.com/journal/16000471,Social & Behavioral Sciences,Middle & Near Eastern Archaeology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,8,30,2,1990,VOL. 1,1,1996,7,2,,,
AAH,0899-7659,1548-8667,JOURNAL OF AQUATIC ANIMAL HEALTH,496,0,#DIV/0!,,10.1002/(ISSN)1548-8667,https://onlinelibrary.wiley.com/journal/15488667,"Agriculture, Aquaculture & Food Science",Fish Diseases,Print & Online,2018 takeover,,Yes,Yes,,,,,Not in any Standard Collection,,,1996,8,31,4,1989,,,1996,,,American Fisheries Society,,
AAR,0065-101X,1600-0390,ACTA ARCHAEOLOGICA,216,2,$108.00,,10.1111/(ISSN)1600-0390,https://onlinelibrary.wiley.com/journal/16000390,Social & Behavioral Sciences,European Archaeology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2000,71,90,1,,,,,,,Acta Archaeologica,,
AAS,0001-5172,1399-6576,ACTA ANAESTHESIOLOGICA SCANDINAVICA,876,335,$2.61,,10.1111/(ISSN)1399-6576,https://onlinelibrary.wiley.com/journal/13996576,Medicine,Anesthesia & Pain Management,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,41,63,10,1957,VOL. 1,1-2,1996,40,8,Scandinavian Society of Anaesthesiology and Intensive Care Medicine,2.049,
AB,0096-140X,1098-2337,AGGRESSIVE BEHAVIOR,4585,87,$52.70,,10.1002/(ISSN)1098-2337,https://onlinelibrary.wiley.com/journal/10982337,Psychology,Brain & Behavior: Physiological Psychology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,22,45,6,1974,VOL. 1,1,1995,21,6,International Society for Research on Aggression,2.216,
ABAC,0001-3072,1467-6281,ABACUS,874,58,$15.07,,10.1111/(ISSN)1467-6281,https://onlinelibrary.wiley.com/journal/14676281,"Business, Economics, Finance & Accounting",General & Introductory Accounting,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,33,55,4,1965,VOL. 1,1,1996,32,2,"The Accounting Foundation, The University of Sydney",1.119,
ABLJ,0002-7766,1744-1714,AMERICAN BUSINESS LAW JOURNAL,#N/A,65,#N/A,,10.1111/(ISSN)1744-1714,https://onlinelibrary.wiley.com/journal/17441714,Law & Criminology,Commercial Law,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,34,56,4,,,,,,,Academy of Legal Studies in Business,0.857,
ACE,1052-2891,1536-0717,NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,426,61,$6.98,,10.1002/(ISSN)1536-0717,https://onlinelibrary.wiley.com/journal/15360717,Social & Behavioral Sciences,Adult & Continuing Education,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,1997,2019,4,1979,VOL. 1979,1,1996,1996,72,,,
ACEM,1069-6563,1553-2712,ACADEMIC EMERGENCY MEDICINE,446,1077,$0.41,,10.1111/(ISSN)1553-2712,https://onlinelibrary.wiley.com/journal/15532712,Medicine,Emergency Medicine & Trauma,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,2,26,13,1994,VOL. 1,2,1996,1,6,Society for Academic Emergency Medicine,2.925,
ACEN,1551-9171,2328-8949,ACEP NOW,295,#N/A,#N/A,,,www.acepnow.com,Medicine,Emergency Medicine & Trauma,Print,Print Only title. Controlled Circulation. Online access available on an external website.,,No,No,,,,,Not in any Standard Collection,,,2014,16,38,13,,,,,,,Society of Emergency Medicine Physician Assistants,,
ACER,0145-6008,1530-0277,ALCOHOLISM: CLINICAL & EXPERIMENTAL RESEARCH,1860,609,$3.05,,10.1111/(ISSN)1530-0277,https://onlinelibrary.wiley.com/journal/15300277,"Nursing, Dentistry & Healthcare",Alcoholism,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,21,43,12,1977,VOL. 1,1,1996,20,9,Research Society on Alcoholism,2.829,
ACFI,0810-5391,1467-629X,ACCOUNTING & FINANCE,838,32,$26.19,,10.1111/(ISSN)1467-629X,https://onlinelibrary.wiley.com/journal/1467629X,"Business, Economics, Finance & Accounting",General & Introductory Accounting,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,37,59,5,1979,VOL. 1,1,1996,36,2,Accounting and Finance Association of Australia and New Zealand,1.396,
ACG2,,2573-8461,ADVANCES IN CELL AND GENE THERAPY,#N/A,0,#N/A,OPT-IN TITLE,10.1002/(ISSN)2573-8461,https://onlinelibrary.wiley.com/journal/25738461,Medicine,Hematology,Online,2018 Opt-in,,Yes,Yes,,,,,Not in any Standard Collection,,,2018,1,1,4,,,,,,,,,
ACGS,1000-9515,1755-6724,ACTA GEOLOGICA SINICA (ENGLISH EDITION),546,0,#DIV/0!,,10.1111/(ISSN)1755-6724,https://onlinelibrary.wiley.com/journal/17556724,"Earth, Space & Environmental Sciences",General & Introductory Earth Sciences,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,71,93,6,1922,VOL. 1,1,1996,9,6,Geological Society of China,1.708,
ACP,0888-4080,1099-0720,APPLIED COGNITIVE PSYCHOLOGY,2907,221,$13.15,,10.1002/(ISSN)1099-0720,https://onlinelibrary.wiley.com/journal/10990720,Psychology,Cognitive Psychology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1996,10,33,6,1987,VOL. 1,1,1995,9,7,,1.633,
ACPS,0001-690X,1600-0447,ACTA PSYCHIATRICA SCANDINAVICA,2054,478,$4.30,,10.1111/(ISSN)1600-0447,https://onlinelibrary.wiley.com/journal/16000447,Medicine,Psychiatry,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,95,139-140,12,1926,VOL. 1,1,1996,94,6,,6.790,
ACR,2151-464X,2151-4658,ARTHRITIS CARE AND RESEARCH,#N/A,280,#N/A,,10.1002/(ISSN)2151-4658,https://onlinelibrary.wiley.com/journal/21514658,Medicine,Rheumatology,Print & Online,Free title on a bundle,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,12,71,12,,,,,,,American College of Rheumatology,,
ACS,0890-6327,1099-1115,INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,4619,24,$192.46,,10.1002/(ISSN)1099-1115,https://onlinelibrary.wiley.com/journal/10991115,Physical Sciences & Engineering,Control Systems Technology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,10,33,12,1987,VOL. 1,1,1995,9,6,,1.708,
ACV,1367-9430,1469-1795,ANIMAL CONSERVATION,982,271,$3.62,,10.1111/(ISSN)1469-1795,https://zslpublications.onlinelibrary.wiley.com/journal/14691795,Life Sciences,Conservation Science,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1998,1,22,6,,,,,,,Zoological Society of London,2.788,
AD,0003-8504,1554-2769,ARCHITECTURAL DESIGN,615,484,$1.27,,10.1002/(ISSN)1554-2769,https://onlinelibrary.wiley.com/journal/15542769,Architecture & Planning,General & Introductory Architecture,Print & Online,,,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2005,75,89,6,,,,,,,,,
ADAW,1042-1394,1556-7591,ALCOHOLISM & DRUG ABUSE WEEKLY,7748,23,$336.87,,10.1002/(ISSN)1556-7591,https://onlinelibrary.wiley.com/journal/15567591,"Nursing, Dentistry & Healthcare",Addiction,Print & Online,,,No,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,2005,17,31,48,,,,,,,,,
ADB,1355-6215,1369-1600,ADDICTION BIOLOGY,1655,272,$6.08,,10.1111/(ISSN)1369-1600,https://onlinelibrary.wiley.com/journal/13691600,Life Sciences,Neuroscience,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,2,24,6,1996,VOL. 1,1,1996,1,4,Society for the Study of Addiction,4.603,
ADC2,,2578-0727,ADVANCED CONTROL FOR APPLICATIONS,#N/A,#N/A,#N/A,,10.1002/(ISSN)2578-0727,https://onlinelibrary.wiley.com/journal/25780727,Physical Sciences & Engineering,Control Systems Technology,Online,2019 New Start - E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2019,1,1,6,,,,,,,,,
ADD,0965-2140,1360-0443,ADDICTION,3976,1,"$3,976.00",,10.1111/(ISSN)1360-0443,https://onlinelibrary.wiley.com/journal/13600443,Social & Behavioral Sciences,Psychology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,92,114,12,1903,VOL. 1,1,1996,91,12,Society for the Study of Addiction,4.596,
ADJ,0045-0421,1834-7819,AUSTRALIAN DENTAL JOURNAL,470,52,$9.04,,10.1111/(ISSN)1834-7819,https://onlinelibrary.wiley.com/journal/18347819,"Nursing, Dentistry & Healthcare",General Dentistry,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,42,64,5,1956,VOL. 1,1,1996,41,6,Australian Dental Association,1.272,
ADSP,1524-6817,2161-0029,ADULTSPAN JOURNAL,88,8,$11.00,,10.1002/(ISSN)2161-0029,https://onlinelibrary.wiley.com/journal/21610029,Psychology,Psychotherapy & Counseling,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1999,1,18,2,,,,,,,American Counseling Association (ACA),,
AEC,1442-9985,1442-9993,AUSTRAL ECOLOGY,2214,7,$316.29,,10.1111/(ISSN)1442-9993,https://onlinelibrary.wiley.com/journal/14429993,Life Sciences,Ecology & Organismal Biology,Online,2019 E-Only Title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,22,44,8,1976,VOL. 1,1,1996,21,4,Ecological Society of Australia,1.708,
AEHR,0004-8992,1467-8446,AUSTRALIAN ECONOMIC HISTORY REVIEW,410,11,$37.27,,10.1111/(ISSN)1467-8446,https://onlinelibrary.wiley.com/journal/14678446,"Business, Economics, Finance & Accounting",Economic History,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,37,59,3,1956,VOL. 1,1,1996,36,2,Economic History Society of Australia and New Zealand,0.481,
AEJ,1329-1947,1747-4477,AUSTRALIAN ENDODONTIC JOURNAL,306,1,$306.00,,10.1111/(ISSN)1747-4477,https://onlinelibrary.wiley.com/journal/17474477,"Nursing, Dentistry & Healthcare",Endodontics,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,23,45,3,1975,Vol. 1,,1997,,,Australian Society of Endodontology Inc,0.838,
AEN,2052-174X,2052-1758,AUSTRAL ENTOMOLOGY,870,69,$12.61,,10.1111/(ISSN)2052-1758,https://onlinelibrary.wiley.com/journal/20521758,Life Sciences,Entomology,Online,2019 E-Only Title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,36,58,4,1962,VOL. 1,1,1996,35,4,Australian Entomological Society,1.341,
AEPA,0004-900X,1467-8454,AUSTRALIAN ECONOMIC PAPERS,424,23,$18.43,,10.1111/(ISSN)1467-8454,https://onlinelibrary.wiley.com/journal/14678454,"Business, Economics, Finance & Accounting",General & Introductory Economics,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,36,58,4,1962,VOL. 1,1,1996,35,67,University of Adelaide/Flinders University,0.294,
AEPR,1832-8105,1748-3131,ASIAN ECONOMIC POLICY REVIEW,378,23,$16.43,,10.1111/(ISSN)1748-3131,https://onlinelibrary.wiley.com/journal/17483131,"Business, Economics, Finance & Accounting",General & Introductory Economics,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2006,1,14,2,,,,,,,Japan Center for Economic Research,0.720,
AEQ,0161-7761,1548-1492,ANTHROPOLOGY & EDUCATION QUARTERLY,173,256,$0.68,,10.1111/(ISSN)1548-1492,https://anthrosource.onlinelibrary.wiley.com/journal/15481492,Social & Behavioral Sciences,Social & Cultural Anthropology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,28,50,4,1970,VOL. 1,1,1996,27,4,American Anthropological Association,0.451,
AERE,0004-9018,1467-8462,THE AUSTRALIAN ECONOMIC REVIEW,817,50,$16.34,,10.1111/(ISSN)1467-8462,https://onlinelibrary.wiley.com/journal/14678462,"Business, Economics, Finance & Accounting",General & Introductory Economics,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,30,52,4,1968,VOL. 1,1,1996,29,4,Melbourne Institute of Applied Economic and Social Research (MIAESR),0.432,
