Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
International Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2362,INFI                ,1367-0271    ,1468-2362    ,0,7,3,0,2,0,3,0,0,2,0,1,1,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0
International Forum of Allergy & Rhinology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2042-6984,ALR                 ,2042-6976    ,2042-6984    ,0,66,85,33,44,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Insolvency Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1107,IIR                 ,1180-0518    ,1099-1107    ,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
International Journal for Numerical Methods in Biomedical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2040-7947,CNM                 ,2040-7939    ,2040-7947    ,10,32,20,8,12,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal for Numerical Methods in Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0207,NME                 ,0029-5981    ,1097-0207    ,0,35,36,6,7,5,14,11,6,12,5,7,1,4,8,5,4,5,4,2,1,3,3,3,1,3,3,3,38
International Journal for Numerical Methods in Fluids,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0363,FLD                 ,0271-2091    ,1097-0363    ,0,13,4,17,5,4,7,5,1,3,2,1,4,3,2,2,3,2,2,1,0,2,0,4,0,0,0,0,0
International Journal for Numerical and Analytical Methods in Geomechanics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9853,NAG                 ,0363-9061    ,1096-9853    ,0,5,1,7,4,1,1,1,3,2,0,1,4,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Adaptive Control and Signal Processing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1115,ACS                 ,0890-6327    ,1099-1115    ,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
International Journal of Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2605,IJAN                ,0105-6263    ,1365-2605    ,0,0,0,0,0,2,26,17,11,15,10,13,6,4,3,3,1,5,4,2,1,2,1,1,2,0,2,0,10
International Journal of Applied Ceramic Technology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7402,IJAC                ,1546-542X    ,1744-7402    ,0,23,11,2,18,8,3,0,3,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Applied Glass Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-1294,IJAG                ,2041-1286    ,2041-1294    ,1,12,2,4,3,8,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Applied Linguistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1473-4192,IJAL                ,0802-6106    ,1473-4192    ,0,1,2,0,0,1,1,0,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
International Journal of Applied Psychoanalytic Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-9187,APS                 ,1742-3341    ,1556-9187    ,0,1,6,0,1,4,1,1,10,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Art & Design Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1476-8070,JADE                ,1476-8062    ,1476-8070    ,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Auditing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1099-1123,IJAU                ,1090-6738    ,1099-1123    ,0,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
International Journal of Cancer,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0215,IJC                 ,0020-7136    ,1097-0215    ,0,470,274,144,142,102,122,78,116,104,71,79,69,61,73,59,52,53,35,14,19,9,25,22,9,16,12,5,54
International Journal of Chemical Kinetics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-4601,KIN                 ,0538-8066    ,1097-4601    ,0,16,7,8,2,8,3,2,1,3,9,0,8,11,0,4,2,0,1,1,4,0,4,2,2,0,1,0,39
International Journal of Circuit Theory and Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-007X,CTA                 ,0098-9886    ,1097-007X    ,2,1,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Climatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0088,JOC                 ,0899-8418    ,1097-0088    ,0,50,35,61,24,29,23,5,18,11,6,8,21,11,10,4,7,2,2,4,1,2,5,1,0,1,2,1,2
International Journal of Clinical Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1742-1241,IJCP                ,1368-5031    ,1742-1241    ,0,41,18,29,19,41,15,11,18,13,19,15,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Communication Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1131,DAC                 ,1074-5351    ,1099-1131    ,0,10,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Consumer Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1470-6431,IJCS                ,1470-6423    ,1470-6431    ,1,24,46,26,15,17,6,7,19,38,11,7,2,0,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Cosmetic Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2494,ICS                 ,0142-5463    ,1468-2494    ,0,18,12,2,3,6,11,7,1,0,3,4,1,0,0,2,2,1,4,2,0,1,1,0,0,1,0,0,4
International Journal of Dairy Technology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-0307,IDT                 ,1364-727X    ,1471-0307    ,0,36,6,8,6,7,7,3,2,4,7,14,17,4,5,1,0,3,3,0,0,1,0,1,0,5,0,0,13
International Journal of Dental Hygiene,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1601-5037,IDH                 ,1601-5029    ,1601-5037    ,2,5,0,0,1,1,0,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Dermatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-4632,IJD                 ,0011-9059    ,1365-4632    ,1,116,62,61,32,32,23,32,26,20,17,16,12,12,11,2,6,11,6,6,11,7,8,6,6,5,2,23,26
International Journal of Eating Disorders,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-108X,EAT                 ,0276-3478    ,1098-108X    ,0,247,104,26,34,25,18,31,14,9,12,16,12,21,12,20,5,6,13,5,9,2,5,4,4,0,3,0,35
International Journal of Economic Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1742-7363,IJET                ,1742-7355    ,1742-7363    ,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Energy Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-114X,ER                  ,0363-907X    ,1099-114X    ,2,25,9,5,0,7,3,0,3,6,0,0,2,7,3,2,1,0,1,0,1,1,0,0,0,0,0,0,1
International Journal of Evidence-Based Healthcare,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-1609,JBR                 ,1744-1595    ,1744-1609    ,0,0,0,0,1,6,3,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Experimental Pathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2613,IEP                 ,0959-9673    ,1365-2613    ,0,16,6,1,9,1,2,2,11,0,13,4,0,17,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
International Journal of Finance & Economics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1158,IJFE                ,1076-9307    ,1099-1158    ,0,0,2,0,1,0,3,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Food Science & Technology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2621,IJFS                ,0950-5423    ,1365-2621    ,0,184,98,42,49,45,34,34,47,28,21,36,4,8,4,11,8,13,10,5,0,3,9,0,3,1,3,7,34
International Journal of Geriatric Psychiatry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1166,GPS                 ,0885-6230    ,1099-1166    ,15,57,24,37,18,26,18,10,11,29,11,6,5,4,18,4,8,10,3,3,5,5,1,1,2,1,0,2,7
International Journal of Gynecological Cancer,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1438,IJG                 ,1048-891X    ,1525-1438    ,0,0,0,0,0,0,0,0,0,6,1,2,3,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
International Journal of Imaging Systems and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-1098,IMA                 ,0899-9457    ,1098-1098    ,0,4,0,1,2,3,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,10,0
International Journal of Immunogenetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-313X,IJI                 ,1744-3121    ,1744-313X    ,0,20,10,5,13,2,4,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
International Journal of Intelligent Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-111X,INT                 ,0884-8173    ,1098-111X    ,0,2,1,0,0,10,2,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0
International Journal of Japanese Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-6781,IJJS                ,0918-7545    ,1475-6781    ,0,1,0,2,1,3,1,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Laboratory Hematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-553X,IJLH                ,1751-5521    ,1751-553X    ,0,65,33,32,21,5,8,8,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Language & Communication Disorders,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1460-6984,JLCD                ,1368-2822    ,1460-6984    ,0,2,1,5,3,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
International Journal of Management Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2370,IJMR                ,1460-8545    ,1468-2370    ,18,6,6,4,2,6,5,13,5,6,6,1,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
International Journal of Mental Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0349,INM                 ,1445-8330    ,1447-0349    ,0,32,16,6,6,2,4,1,2,2,2,4,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Methods in Psychiatric Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-0657,MPR                 ,1049-8931    ,1557-0657    ,3,15,2,4,2,6,3,0,0,8,6,2,0,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0
International Journal of Nautical Archaeology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1095-9270,IJNA                ,1057-2414    ,1095-9270    ,0,17,2,8,10,13,16,5,14,20,2,7,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
International Journal of Network Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1190,NEM                 ,1055-7148    ,1099-1190    ,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Nonprofit and Voluntary Sector Marketing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1479-103X,NVSM                ,1465-4520    ,1479-103X    ,0,8,7,10,0,7,3,1,0,2,2,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1204,JNM                 ,0894-3370    ,1099-1204    ,5,8,7,0,0,3,0,0,3,5,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Nursing Knowledge,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-3095,IJNT                ,2047-3087    ,2047-3095    ,4,7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Nursing Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-172X,IJN                 ,1322-7114    ,1440-172X    ,0,36,16,15,2,6,8,4,8,0,1,11,1,1,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0
International Journal of Nursing Terminologies and Classifications,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-618X,IJNT                ,1541-5147    ,1744-618X    ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
International Journal of Older People Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-3743,OPN                 ,1748-3735    ,1748-3743    ,0,4,3,4,9,5,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Osteoarchaeology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1212,OA                  ,1047-482X    ,1099-1212    ,2,13,7,3,17,5,9,0,0,2,4,2,0,1,4,2,0,0,1,2,0,1,0,0,0,0,0,0,0
International Journal of Paediatric Dentistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-263X,IPD                 ,0960-7439    ,1365-263X    ,5,2,0,1,0,1,0,0,0,0,1,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Pediatric Obesity,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-7174,IJPO                ,1747-7166    ,1747-7174    ,0,0,0,0,0,0,5,12,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Peptide and Protein Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-3011a,CBDD                ,0367-8377    ,1399-3011    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,4,25
International Journal of Pharmacy Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2042-7174,IJPP                ,0961-7671    ,2042-7174    ,1,5,10,1,2,1,4,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Population Geography,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1220,IJPG                ,1077-3495    ,1099-1220    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1464-066X,IJOP                ,0020-7594    ,1464-066X    ,22,43,8,3,2,2,2,0,0,2,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2
International Journal of Purchasing and Materials Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-493Xa,JSCM                ,1055-6001    ,1745-493X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
International Journal of Quantum Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-461X,QUA                 ,0020-7608    ,1097-461X    ,0,68,28,10,27,6,10,5,11,8,7,5,31,9,28,27,6,4,4,1,13,9,3,5,2,6,3,8,123
International Journal of RF and Microwave Computer-Aided Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-047X,MMCE                ,1096-4290    ,1099-047X    ,0,14,2,2,3,0,1,0,0,0,0,0,0,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
International Journal of Rheumatic Diseases,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1756-185X,APL                 ,1756-1841    ,1756-185X    ,53,40,33,14,8,9,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Robust and Nonlinear Control,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1239,RNC                 ,1049-8923    ,1099-1239    ,5,8,0,1,0,8,2,0,3,0,0,1,0,8,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0
International Journal of Satellite Communications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1247,SAT                 ,0737-2884    ,1099-1247    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Satellite Communications and Networking,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-0981,SAT                 ,1542-0973    ,1542-0981    ,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Selection and Assessment,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2389,IJSA                ,0965-075X    ,1468-2389    ,0,9,8,5,8,3,2,2,2,1,4,1,2,1,2,0,1,2,0,0,2,0,1,0,0,0,0,0,0
International Journal of Social Welfare,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2397,IJSW                ,1369-6866    ,1468-2397    ,1,21,53,60,56,59,8,1,1,8,7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Stroke,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-4949,IJS                 ,1747-4930    ,1747-4949    ,0,0,53,19,7,5,9,5,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Systematic Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2400,IJST                ,1463-1652    ,1468-2400    ,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Tourism Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-1970,JTR                 ,1099-2340    ,1522-1970    ,0,8,10,7,14,2,5,2,8,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Training and Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2419,IJTD                ,1360-3736    ,1468-2419    ,0,12,1,3,0,0,5,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Urban and Regional Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2427,IJUR                ,0309-1317    ,1468-2427    ,0,50,147,89,85,52,42,32,55,52,29,28,15,10,8,3,2,10,11,0,7,1,1,0,0,0,0,0,0
International Journal of Urological Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-771X,IJUN                ,1749-7701    ,1749-771X    ,0,1,3,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Journal of Urology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2042,IJU                 ,0919-8172    ,1442-2042    ,0,36,30,16,20,15,13,17,5,16,11,25,14,4,4,3,5,4,1,0,5,4,2,0,0,0,0,0,0
International Labour Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1564-913X,ILR                 ,0020-7780    ,1564-913X    ,3,5,17,8,13,6,2,4,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
International Migration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2435,IMIG                ,0020-7985    ,1468-2435    ,0,11,3,9,23,60,4,6,0,4,3,2,5,3,1,1,3,2,2,3,0,0,1,0,0,0,0,0,0
International Migration Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-7379,IMRE                ,0197-9183    ,1747-7379    ,62,35,41,42,24,7,30,15,12,28,13,23,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
International Nursing Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1466-7657,INR                 ,0020-8132    ,1466-7657    ,2,21,10,5,13,9,6,3,3,1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
International Political Sociology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-5687,IPS                 ,1749-5679    ,1749-5687    ,0,0,10,14,4,7,3,1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Review of Finance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2443,IRFI                ,1369-412X    ,1468-2443    ,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Review of Hydrobiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2632,IROH                ,1434-2944    ,1522-2632    ,0,4,1,0,0,0,0,0,1,5,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
International Review of Mission,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1758-6631,IROM                ,0020-8582    ,1758-6631    ,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Social Science Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2451,ISSJ                ,0020-8701    ,1468-2451    ,0,0,0,2,8,0,7,5,0,3,0,3,13,1,32,3,1,0,3,2,0,0,0,0,0,0,0,0,0
International Social Security Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-246X,ISSR                ,0020-871X    ,1468-246X    ,0,8,1,4,2,0,0,0,2,2,0,0,1,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,7
International Statistical Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-5823,INSR                ,0306-7734    ,1751-5823    ,7,9,3,8,7,7,7,1,0,0,7,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
International Studies Perspectives,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1528-3585,INSP                ,1528-3577    ,1528-3585    ,0,0,1,13,4,2,5,0,1,10,8,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
International Studies Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2478,ISQU                ,0020-8833    ,1468-2478    ,0,0,63,53,30,25,16,12,8,8,15,11,11,2,11,9,1,0,1,0,3,0,0,0,0,0,0,0,0
International Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2486,MISR                ,1521-9488    ,1468-2486    ,0,0,6,12,10,8,1,33,1,1,8,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
International Transactions in Operational Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-3995,ITOR                ,0969-6016    ,1475-3995    ,3,9,8,0,6,0,2,2,0,0,0,0,12,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ISBT Science Series,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-2824,VOXS                ,1751-2816    ,1751-2824    ,0,23,3,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IUBMB Life,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-6551,IUB                 ,1521-6543    ,1521-6551    ,1,81,42,40,47,49,45,54,52,21,33,31,36,11,7,7,9,31,10,3,6,4,0,0,0,0,0,0,0
International Transactions on Electrical Energy Systems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-7038,ETEP                ,2050-7038    ,2050-7038    ,0,30,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Wound Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1742-481X,IWJ                 ,1742-4801    ,1742-481X    ,0,20,55,21,9,4,6,7,10,1,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Zoo Yearbook,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-1090,IZY                 ,0074-9664    ,1748-1090    ,0,5,3,7,8,8,2,4,3,4,1,8,8,0,13,0,0,4,0,0,2,0,0,0,0,0,0,1,72
Internationale Revue der gesamten Hydrobiologie und Hydrographie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2632a,IROH                ,0020-9309    ,1522-2632    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,16
Invertebrate Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7410,IVB                 ,1077-8306    ,1744-7410    ,0,13,2,2,0,0,1,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Irrigation and Drainage,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-0361,IRD                 ,1531-0353    ,1531-0361    ,0,22,4,10,3,13,1,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Island Arc,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1738,IAR                 ,1038-4871    ,1440-1738    ,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Israel Journal of Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1869-5868,IJCH                ,0021-2148    ,1869-5868    ,6,56,7,12,10,6,1,2,0,0,7,0,1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0
JAWRA Journal of the American Water Resources Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-1688,JAWR                ,1093-474X    ,1752-1688    ,0,66,44,57,30,27,20,8,13,9,10,4,12,9,6,5,13,4,4,3,4,2,5,0,1,3,1,1,35
JBI Reports,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-6988,JBR                 ,1479-697X    ,1479-6988    ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
