Doi,Usage1,Usage2,Usage3,AVG Usage,Price,Cost/Use,Journal Name
10.1111/(ISSN)1365-2443,524,544,253,440.33,3886.0,8.83,"GENES TO CELLS"
10.1111/(ISSN)1365-2125,460,510,472,480.67,4252.0,8.85,"BRITISH JOURNAL OF CLINICAL PHARMACOLOGY"
10.1111/(ISSN)1467-8373,58,33,40, 43.67,387.0,8.86,"ASIA PACIFIC VIEWPOINT"
10.1111/(ISSN)1600-0846,112,135,105,117.33,1044.0,8.90,"SKIN RESEARCH AND TECHNOLOGY"
10.1111/(ISSN)1095-9270,123,178,33,111.33,995.0,8.94,"INTERNATIONAL JOURNAL OF NAUTICAL ARCHAEOLOGY"
10.1111/(ISSN)1468-2230,66,69,47, 60.67,543.0,8.95,"THE MODERN LAW REVIEW"
10.1002/(ISSN)1541-1508,44,57,77, 59.33,535.0,9.02,"CONFLICT RESOLUTION QUARTERLY"
10.1111/(ISSN)1467-6419,200,251,131,194.00,1752.0,9.03,"JOURNAL OF ECONOMIC SURVEYS"
10.1002/(ISSN)2334-5837,44,119,15, 59.33,536.0,9.03,"INCOSE INTERNATIONAL SYMPOSIUM"
10.1002/(ISSN)1097-0061,520,811,452,594.33,5382.0,9.06,"YEAST"
10.1111/(ISSN)1742-7843,174,195,128,165.67,1508.0,9.10,"BASIC AND CLINICAL PHARMACOLOGY & TOXICOLOGY"
10.1002/(ISSN)1098-1136,943,851,549,781.00,7146.0,9.15,"GLIA"
10.1002/(ISSN)1545-5017,758,1007,583,782.67,7165.0,9.16,"PEDIATRIC BLOOD & CANCER"
10.1111/(ISSN)1834-7819,54,52,48, 51.33,470.0,9.16,"AUSTRALIAN DENTAL JOURNAL"
10.1111/(ISSN)1752-0606,66,53,51, 56.67,519.0,9.16,"JOURNAL OF MARITAL AND FAMILY THERAPY"
10.1002/(ISSN)1096-987X,741,846,392,659.67,6062.0,9.19,"JOURNAL OF COMPUTATIONAL CHEMISTRY"
10.1002/(ISSN)1099-1328,381,301,151,277.67,2558.0,9.21,"JOURNAL OF INTERNATIONAL DEVELOPMENT"
10.1111/(ISSN)1529-8817,126,151,79,118.67,1099.0,9.26,"JOURNAL OF PHYCOLOGY"
10.1111/(ISSN)1755-053X,76,58,48, 60.67,562.0,9.26,"FINANCIAL MANAGEMENT"
10.1111/(ISSN)1467-9795,54,42,17, 37.67,349.0,9.27,"JOURNAL OF RELIGIOUS ETHICS"
10.1111/(ISSN)1442-9071,159,148,69,125.33,1163.0,9.28,"CLINICAL & EXPERIMENTAL OPHTHALMOLOGY"
10.1111/(ISSN)1467-9922,77,65,56, 66.00,615.0,9.32,"LANGUAGE LEARNING"
10.1111/(ISSN)1468-2397,285,82,45,137.33,1283.0,9.34,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE"
10.1111/(ISSN)1432-2277,282,302,234,272.67,2549.0,9.35,"TRANSPLANT INTERNATIONAL"
10.1111/(ISSN)1439-0396,290,399,175,288.00,2699.0,9.37,"JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION"
10.1002/(ISSN)2042-5805,125,28,20, 57.67,541.0,9.38,"GLOBAL STRATEGY JOURNAL"
10.1111/(ISSN)1440-169X,248,336,162,248.67,2334.0,9.39,"DEVELOPMENT,GROWTH & DIFFERENTIATION"
10.1111/(ISSN)1467-842X,45,55,40, 46.67,439.0,9.41,"AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS"
10.1111/(ISSN)1467-8705,68,78,77, 74.33,702.0,9.44,"CRITICAL QUARTERLY"
10.1002/(ISSN)1868-6982,97,79,60, 78.67,751.0,9.55,"JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES"
10.1002/(ISSN)2161-1882,29,20,19, 22.67,217.0,9.57,"JOURNAL OF COLLEGE COUNSELING"
10.1111/(ISSN)1423-0410,163,284,137,194.67,1865.0,9.58,"VOX SANGUINIS"
10.1002/(ISSN)1099-1611,329,315,211,285.00,2738.0,9.61,"PSYCHO-ONCOLOGY"
10.1111/(ISSN)1540-6253,343,31,14,129.33,1243.0,9.61,"JOURNAL OF CHINESE PHILOSOPHY"
10.1111/(ISSN)1467-9361,154,199,80,144.33,1388.0,9.62,"REVIEW OF DEVELOPMENT ECONOMICS"
10.1111/(ISSN)2044-835X,85,77,54, 72.00,693.0,9.63,"BRITISH JOURNAL OF DEVELOPMENTAL PSYCHOLOGY"
10.1111/(ISSN)1467-3010,142,113,81,112.00,1080.0,9.64,"NUTRITION BULLETIN"
10.1002/(ISSN)1098-2736,319,289,202,270.00,2639.0,9.77,"JOURNAL OF RESEARCH IN SCIENCE TEACHING"
10.1002/(ISSN)1099-1166,364,400,301,355.00,3478.0,9.80,"INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY"
10.1002/(ISSN)1536-075X,55,44,33, 44.00,433.0,9.84,"NEW DIRECTIONS FOR INSTITUTIONAL RESEARCH"
10.1111/(ISSN)1746-692X,53,29,8, 30.00,297.0,9.90,"EUROCHOICES"
10.1002/(ISSN)1935-9780,91,103,45, 79.67,790.0,9.92,"ANATOMICAL SCIENCES EDUCATION"
10.1111/(ISSN)2044-8260,65,91,58, 71.33,708.0,9.93,"BRITISH JOURNAL OF CLINICAL PSYCHOLOGY"
10.1111/(ISSN)1740-0929,178,164,91,144.33,1438.0,9.96,"ANIMAL SCIENCE JOURNAL"
10.1111/(ISSN)1442-2042,257,245,137,213.00,2130.0, 10.00,"INTERNATIONAL JOURNAL OF UROLOGY"
10.1111/(ISSN)1600-0897,356,267,150,257.67,2609.0, 10.13,"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY"
10.1111/(ISSN)1758-5872,45,28,10, 27.67,281.0, 10.16,"ASIA-PACIFIC PSYCHIATRY"
10.1111/(ISSN)1756-1183,23,25,27, 25.00,254.0, 10.16,"THE GERMAN QUARTERLY"
10.1111/(ISSN)1750-4716,66,55,62, 61.00,623.0, 10.21,"NEGOTIATION AND CONFLICT MANAGEMENT RESEARCH"
10.1111/(ISSN)2044-8295,111,85,80, 92.00,943.0, 10.25,"BRITISH JOURNAL OF PSYCHOLOGY"
10.1111/(ISSN)1475-6781,27,25,11, 21.00,216.0, 10.29,"INTERNATIONAL JOURNAL OF JAPANESE SOCIOLOGY"
10.1111/(ISSN)1445-2197,296,253,169,239.33,2463.0, 10.29,"ANZ JOURNAL OF SURGERY"
10.1111/(ISSN)1747-0803,86,106,60, 84.00,869.0, 10.35,"CONGENITAL HEART DISEASE"
10.1111/(ISSN)1399-5448,144,122,102,122.67,1270.0, 10.35,"PEDIATRIC DIABETES"
10.1111/(ISSN)1749-8198,176,244,102,174.00,1808.0, 10.39,"GEOGRAPHY COMPASS"
10.1111/(ISSN)1564-913X,66,54,25, 48.33,503.0, 10.41,"INTERNATIONAL LABOUR REVIEW"
10.1111/(ISSN)1749-8171,185,170,72,142.33,1483.0, 10.42,"RELIGION COMPASS"
10.1002/(ISSN)1097-0134,894,859,506,753.00,7854.0, 10.43,"PROTEINS: STRUCTURE,FUNCTION AND BIOINFORMATICS"
10.1111/(ISSN)1365-2915,163,191,125,159.67,1666.0, 10.43,"MEDICAL AND VETERINARY ENTOMOLOGY"
10.1111/(ISSN)1467-9434,38,39,29, 35.33,369.0, 10.44,"THE RUSSIAN REVIEW"
10.1002/(ISSN)1099-1379,404,455,251,370.00,3872.0, 10.47,"JOURNAL OF ORGANIZATIONAL BEHAVIOR"
10.1111/(ISSN)1749-818X,167,179,68,138.00,1448.0, 10.49,"LANGUAGE & LINGUISTICS COMPASS"
10.1002/(ISSN)1941-2444,0,0,167, 55.67,587.0, 10.55,"JOURNAL OF PARENTERAL AND ENTERAL NUTRITION"
10.1002/(ISSN)1520-6793,242,356,184,260.67,2752.0, 10.56,"PSYCHOLOGY & MARKETING"
10.1111/(ISSN)1365-2982,440,358,174,324.00,3431.0, 10.59,"NEUROGASTROENTEROLOGY & MOTILITY"
10.1111/(ISSN)1475-2743,186,139,71,132.00,1399.0, 10.60,"SOIL USE AND MANAGEMENT"
10.1111/(ISSN)1439-0523,331,431,195,319.00,3382.0, 10.60,"PLANT BREEDING"
10.1002/(ISSN)2325-8012,44,72,27, 47.67,506.0, 10.62,"SOUTHERN ECONOMIC JOURNAL"
10.1002/(ISSN)1099-0496,425,500,185,370.00,3947.0, 10.67,"PEDIATRIC PULMONOLOGY"
10.1002/(ISSN)1542-7390,81,39,39, 53.00,570.0, 10.76,"SPACE WEATHER"
10.1002/(ISSN)1948-4682,46,59,28, 44.33,477.0, 10.76,"WORLD MEDICAL & HEALTH POLICY"
10.1111/(ISSN)1863-2378,255,274,365,298.00,3212.0, 10.78,"ZOONOSES AND PUBLIC HEALTH"
10.1111/(ISSN)1461-9563,212,149,120,160.33,1729.0, 10.78,"AGRICULTURAL AND FOREST ENTOMOLOGY"
10.1111/(ISSN)1759-7692,239,348,180,255.67,2763.0, 10.81,"WILEY INTERDISCIPLINARY REVIEWS: DEVELOPMENTAL BIOLOGY"
10.1111/(ISSN)1742-6723,151,106,70,109.00,1179.0, 10.82,"EMERGENCY MEDICINE AUSTRALASIA"
10.1002/(ISSN)1099-1085,995,813,502,770.00,8341.0, 10.83,"HYDROLOGICAL PROCESSES"
10.1111/(ISSN)1468-0114,69,54,45, 56.00,611.0, 10.91,"PACIFIC PHILOSOPHICAL QUARTERLY"
10.1111/(ISSN)1944-9720,52,49,13, 38.00,415.0, 10.92,"FOREIGN LANGUAGE ANNALS"
10.1002/(ISSN)1936-2714,20,22,8, 16.67,184.0, 11.04,"THE READING TEACHER"
10.1111/(ISSN)1440-1827,220,287,102,203.00,2251.0, 11.09,"PATHOLOGY INTERNATIONAL"
10.1002/(ISSN)1520-6629,135,121,105,120.33,1336.0, 11.10,"JOURNAL OF COMMUNITY PSYCHOLOGY"
10.1111/(ISSN)1745-493X,73,16,33, 40.67,452.0, 11.12,"JOURNAL OF SUPPLY CHAIN MANAGEMENT"
10.1002/(ISSN)1936-2722,15,17,19, 17.00,189.0, 11.12,"READING RESEARCH QUARTERLY"
10.1111/(ISSN)1976-5118,71,48,28, 49.00,545.0, 11.12,"PACIFIC FOCUS"
10.1111/(ISSN)1440-1819,207,266,162,211.67,2361.0, 11.15,"PSYCHIATRY AND CLINICAL NEUROSCIENCES"
10.1111/(ISSN)1399-3046,183,184,90,152.33,1703.0, 11.18,"PEDIATRIC TRANSPLANTATION"
10.1111/(ISSN)1365-3016,162,245,133,180.00,2016.0, 11.20,"PAEDIATRIC & PERINATAL EPIDEMIOLOGY"
10.1002/(ISSN)1573-6598,180,117,87,128.00,1440.0, 11.25,"JOURNAL OF TRAUMATIC STRESS"
10.1111/(ISSN)1744-1617,85,72,146,101.00,1140.0, 11.29,"FAMILY COURT REVIEW"
10.1111/(ISSN)1600-0633,141,159,43,114.33,1293.0, 11.31,"ECOLOGY OF FRESHWATER FISH"
10.1111/(ISSN)1752-0118,22,24,53, 33.00,374.0, 11.33,"BRITISH JOURNAL OF PSYCHOTHERAPY"
10.1111/(ISSN)1467-8268,45,60,30, 45.00,511.0, 11.36,"AFRICAN DEVELOPMENT REVIEW"
10.1002/(ISSN)1099-1492,411,473,201,361.67,4115.0, 11.38,"NMR IN BIOMEDICINE"
10.1111/(ISSN)1467-9833,85,78,35, 66.00,751.0, 11.38,"JOURNAL OF SOCIAL PHILOSOPHY"
10.1111/(ISSN)1365-2753,215,257,123,198.33,2272.0, 11.46,"JOURNAL OF EVALUATION IN CLINICAL PRACTICE"
10.1111/(ISSN)1768-322X,232,204,98,178.00,2045.0, 11.49,"BIOLOGY OF THE CELL"
10.1111/(ISSN)1813-6982,39,69,27, 45.00,517.0, 11.49,"THE SOUTH AFRICAN JOURNAL OF ECONOMICS"
10.1002/(ISSN)1522-726X,684,718,337,579.67,6674.0, 11.51,"CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS"
10.1002/(ISSN)1097-0258,719,1008,638,788.33,9138.0, 11.59,"STATISTICS IN MEDICINE"
10.1111/(ISSN)1468-0270,69,51,22, 47.33,549.0, 11.60,"ECONOMIC AFFAIRS"
10.1002/(ISSN)1941-2452,0,0,133, 44.33,515.0, 11.62,"NUTRITION IN CLINICAL PRACTICE"
10.1111/(ISSN)1502-3931,43,62,37, 47.33,550.0, 11.62,"LETHAIA"
10.1111/(ISSN)1365-2907,130,119,71,106.67,1243.0, 11.65,"MAMMAL REVIEW"
10.1111/(ISSN)1468-2451,83,56,56, 65.00,763.0, 11.74,"INTERNATIONAL SOCIAL SCIENCE JOURNAL"
10.1111/(ISSN)1478-5153,83,91,39, 71.00,838.0, 11.80,"NURSING IN CRITICAL CARE"
10.1111/(ISSN)1751-2980,110,85,38, 77.67,923.0, 11.88,"JOURNAL OF DIGESTIVE DISEASES"
10.1111/(ISSN)1540-6296,16,39,15, 23.33,279.0, 11.96,"RISK MANAGEMENT AND INSURANCE REVIEW"
10.1002/(ISSN)1097-4652,1441,1739,1007,1395.67,16708.0, 11.97,"JOURNAL OF CELLULAR PHYSIOLOGY"
10.1111/(ISSN)1467-9663,76,88,25, 63.00,755.0, 11.98,"TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE"
10.1111/(ISSN)1600-0668,103,138,71,104.00,1254.0, 12.06,"INDOOR AIR"
10.1111/(ISSN)1467-7717,93,108,61, 87.33,1056.0, 12.09,"DISASTERS"
10.1111/(ISSN)2042-7158,342,293,131,255.33,3088.0, 12.09,"JOURNAL OF PHARMACY AND PHARMACOLOGY"
10.1002/(ISSN)1759-2887,53,94,68, 71.67,867.0, 12.10,"RESEARCH SYNTHESIS METHODS"
10.1111/(ISSN)1865-1682,182,361,278,273.67,3323.0, 12.14,"TRANSBOUNDARY AND EMERGING DISEASES"
10.1002/(ISSN)2169-9402,676,369,206,417.00,5079.0, 12.18,"JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS"
10.1111/(ISSN)1525-1594,251,296,136,227.67,2782.0, 12.22,"ARTIFICIAL ORGANS"
10.1111/(ISSN)1399-3038,162,208,110,160.00,1961.0, 12.26,"PEDIATRIC ALLERGY AND IMMUNOLOGY"
10.1111/(ISSN)1470-9856,129,186,71,128.67,1579.0, 12.27,"BULLETIN OF LATIN AMERICAN RESEARCH"
10.1002/(ISSN)1098-237X,218,214,159,197.00,2428.0, 12.33,"SCIENCE EDUCATION"
10.1111/(ISSN)1443-1661,120,140,75,111.67,1377.0, 12.33,"DIGESTIVE ENDOSCOPY"
10.1111/(ISSN)1540-6288,59,50,35, 48.00,593.0, 12.35,"THE FINANCIAL REVIEW"
10.1002/(ISSN)1520-6300,241,250,132,207.67,2576.0, 12.40,"AMERICAN JOURNAL OF HUMAN BIOLOGY"
10.1111/(ISSN)1469-7580,273,416,217,302.00,3749.0, 12.41,"JOURNAL OF ANATOMY"
10.1002/(ISSN)1573-2770,163,265,93,173.67,2169.0, 12.49,"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY"
10.1002/(ISSN)1551-3793,86,85,55, 75.33,942.0, 12.50,"INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT"
10.1111/(ISSN)1744-9987,92,76,45, 71.00,889.0, 12.52,"THERAPEUTIC APHERESIS AND DIALYSIS"
10.1111/(ISSN)1540-5818,18,39,11, 22.67,284.0, 12.53,"JOURNAL OF SUPREME COURT HISTORY"
10.1111/(ISSN)1600-0781,73,114,39, 75.33,948.0, 12.58,"PHOTODERMATOLOGY,PHOTOIMMUNOLOGY & PHOTOMEDICINE"
10.1002/(ISSN)1932-443X,37,41,49, 42.33,534.0, 12.61,"STRATEGIC ENTREPRENEURSHIP JOURNAL"
10.1111/(ISSN)1467-8500,26,52,15, 31.00,392.0, 12.65,"AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION"
10.1111/(ISSN)1467-9930,58,76,53, 62.33,789.0, 12.66,"LAW & POLICY"
10.1111/(ISSN)2044-8279,56,46,22, 41.33,524.0, 12.68,"BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY"
10.1111/(ISSN)1758-8111,78,84,24, 62.00,786.0, 12.68,"CLINICAL OBESITY"
10.1111/(ISSN)1745-5871,46,86,34, 55.33,706.0, 12.76,"GEOGRAPHICAL RESEARCH"
10.1111/(ISSN)1744-7402,77,70,33, 60.00,768.0, 12.80,"INTERNATIONAL JOURNAL OF APPLIED CERAMIC TECHNOLOGY"
10.1002/(ISSN)1532-1096,34,51,66, 50.33,648.0, 12.87,"HUMAN RESOURCE DEVELOPMENT QUARTERLY"
10.1111/(ISSN)1749-7345,73,70,36, 59.67,772.0, 12.94,"JOURNAL OF THE WORLD AQUACULTURE SOCIETY"
10.1002/(ISSN)1098-2787,213,270,146,209.67,2713.0, 12.94,"MASS SPECTROMETRY REVIEWS"
10.1111/(ISSN)1439-0388,212,286,124,207.33,2684.0, 12.95,"JOURNAL OF ANIMAL BREEDING AND GENETICS"
10.1111/(ISSN)1469-1809,114,124,57, 98.33,1274.0, 12.96,"ANNALS OF HUMAN GENETICS"
10.1002/(ISSN)1931-2253,64,74,48, 62.00,804.0, 12.97,"PRESCRIBER"
10.1111/(ISSN)1365-2249,324,427,220,323.67,4201.0, 12.98,"CLINICAL & EXPERIMENTAL IMMUNOLOGY"
10.1111/(ISSN)1468-0475,21,15,17, 17.67,230.0, 13.02,"GERMAN ECONOMIC REVIEW"
10.1002/(ISSN)1097-0088,412,473,300,395.00,5181.0, 13.12,"INTERNATIONAL JOURNAL OF CLIMATOLOGY"
10.1111/(ISSN)1467-9477,45,55,38, 46.00,604.0, 13.13,"SCANDINAVIAN POLITICAL STUDIES"
10.1111/(ISSN)1540-5850,83,37,14, 44.67,587.0, 13.14,"PUBLIC BUDGETING AND FINANCE"
10.1112/(ISSN)1469-2120,0,73,80, 51.00,671.0, 13.16,"BULLETIN OF THE LONDON MATHEMATICAL SOCIETY"
10.1111/(ISSN)1751-9861,30,18,10, 19.33,257.0, 13.29,"JOURNAL OF APPLIED BIOBEHAVIORAL RESEARCH"
10.1111/(ISSN)1748-5967,46,50,58, 51.33,683.0, 13.31,"ENTOMOLOGICAL RESEARCH"
10.1111/(ISSN)1365-2710,188,199,220,202.33,2710.0, 13.39,"JOURNAL OF CLINICAL PHARMACY & THERAPEUTICS"
10.1111/(ISSN)1365-2230,350,357,163,290.00,3904.0, 13.46,"CLINICAL & EXPERIMENTAL DERMATOLOGY"
10.1002/(ISSN)1662-6370,36,56,29, 40.33,543.0, 13.46,"SWISS POLITICAL SCIENCE REVIEW"
10.1002/(ISSN)1097-0355,79,97,33, 69.67,939.0, 13.48,"INFANT MENTAL HEALTH JOURNAL"
10.1111/(ISSN)1365-2214,159,193,109,153.67,2079.0, 13.53,"CHILD: CARE,HEALTH AND DEVELOPMENT"
10.1002/(ISSN)1937-8327,44,14,14, 24.00,326.0, 13.58,"PERFORMANCE IMPROVEMENT QUARTERLY"
10.1111/(ISSN)1540-5885,126,121,75,107.33,1461.0, 13.61,"THE JOURNAL OF PRODUCT INNOVATION MANAGEMENT"
10.1111/(ISSN)1752-7325,28,51,24, 34.33,468.0, 13.63,"JOURNAL OF PUBLIC HEALTH DENTISTRY"
10.1111/(ISSN)1749-4877,75,110,70, 85.00,1160.0, 13.65,"INTEGRATIVE ZOOLOGY"
10.1111/(ISSN)1759-6831,83,127,77, 95.67,1316.0, 13.76,"JOURNAL OF SYSTEMATICS AND EVOLUTION"
10.1002/(ISSN)2169-8996,957,790,431,726.00,9999.0, 13.77,"JOURNAL OF GEOPHYSICAL RESEARCH: ATMOSPHERES"
10.1002/(ISSN)1099-1557,180,289,172,213.67,2948.0, 13.80,"PHARMACOEPIDEMIOLOGY & DRUG SAFETY"
10.1111/(ISSN)1601-0825,150,158,77,128.33,1772.0, 13.81,"ORAL DISEASES"
10.1111/(ISSN)1600-0536,135,158,65,119.33,1655.0, 13.87,"CONTACT DERMATITIS"
10.1111/(ISSN)1467-9299,152,206,71,143.00,1989.0, 13.91,"PUBLIC ADMINISTRATION"
10.1111/(ISSN)1365-2303,94,100,193,129.00,1796.0, 13.92,"CYTOPATHOLOGY"
10.1111/(ISSN)1600-0714,145,129,91,121.67,1698.0, 13.96,"JOURNAL OF ORAL PATHOLOGY & MEDICINE"
10.1111/(ISSN)1751-553X,196,283,94,191.00,2688.0, 14.07,"INTERNATIONAL JOURNAL OF LABORATORY HEMATOLOGY"
10.1111/(ISSN)1755-618X,22,37,27, 28.67,404.0, 14.09,"CANADIAN REVIEW OF SOCIOLOGY/REVUE CANADIENNE DE SOCIOLOGIE"
10.1111/(ISSN)1748-6653,29,50,9, 29.33,414.0, 14.11,"JOURNAL OF NEUROPSYCHOLOGY"
10.1111/(ISSN)1467-8411,47,34,15, 32.00,453.0, 14.16,"ASIAN-PACIFIC ECONOMIC LITERATURE"
10.1111/(ISSN)1744-7410,27,48,17, 30.67,435.0, 14.19,"INVERTEBRATE BIOLOGY"
10.1002/(ISSN)1548-0569,189,295,141,208.33,2956.0, 14.19,"POLYMER COMPOSITES"
10.1002/(ISSN)1097-0126,383,342,289,338.00,4803.0, 14.21,"POLYMER INTERNATIONAL"
10.1002/(ISSN)1469-8080,62,64,53, 59.67,851.0, 14.26,"METEOROLOGICAL APPLICATIONS"
10.1111/(ISSN)1468-2265,63,87,16, 55.33,790.0, 14.28,"THE HEYTHROP JOURNAL"
10.1111/(ISSN)1442-9993,131,230,104,155.00,2214.0, 14.28,"AUSTRAL ECOLOGY"
10.1002/(ISSN)1464-066X,107,109,49, 88.33,1263.0, 14.30,"INTERNATIONAL JOURNAL OF PSYCHOLOGY"
10.1111/(ISSN)1467-9841,83,94,30, 69.00,987.0, 14.30,"JOURNAL OF SOCIOLINGUISTICS"
10.1002/(ISSN)1097-4660,325,409,147,293.67,4207.0, 14.33,"JOURNAL OF CHEMICAL TECHNOLOGY & BIOTECHNOLOGY"
10.1002/(ISSN)1099-1255,239,259,114,204.00,2931.0, 14.37,"JOURNAL OF APPLIED ECONOMETRICS"
10.1111/(ISSN)1467-9485,59,71,29, 53.00,763.0, 14.40,"SCOTTISH JOURNAL OF POLITICAL ECONOMY"
10.1111/(ISSN)1749-124X,59,57,34, 50.00,721.0, 14.42,"CHINA AND WORLD ECONOMY"
10.1111/(ISSN)1754-9485,91,77,44, 70.67,1023.0, 14.48,"JOURNAL OF MEDICAL IMAGING AND RADIATION ONCOLOGY"
10.1111/(ISSN)1472-4669,84,110,53, 82.33,1196.0, 14.53,"GEOBIOLOGY"
10.1002/(ISSN)1098-2302,344,350,236,310.00,4510.0, 14.55,"DEVELOPMENTAL PSYCHOBIOLOGY"
10.1111/(ISSN)1440-172X,121,109,70,100.00,1459.0, 14.59,"INTERNATIONAL JOURNAL OF NURSING PRACTICE"
10.1111/(ISSN)1467-6435,68,95,62, 75.00,1097.0, 14.63,"KYKLOS"
10.1111/(ISSN)1440-1789,99,143,65,102.33,1497.0, 14.63,"NEUROPATHOLOGY"
10.1111/(ISSN)1471-1842,74,130,43, 82.33,1205.0, 14.64,"HEALTH INFORMATION AND LIBRARIES JOURNAL"
10.1002/(ISSN)2161-0045,24,20,15, 19.67,288.0, 14.64,"THE CAREER DEVELOPMENT QUARTERLY"
10.1111/(ISSN)1743-7563,75,71,33, 59.67,878.0, 14.72,"ASIA-PACIFIC JOURNAL OF CLINICAL ONCOLOGY"
10.1002/(ISSN)2161-1912,16,27,16, 19.67,290.0, 14.75,"JOURNAL OF MULTICULTURAL COUNSELING ANDDEVELOPMENT"
10.1002/(ISSN)1939-0041,226,224,144,198.00,2921.0, 14.75,"WILEY INTERDISCIPLINARY REVIEWS: NANOMEDICINE AND NANOBIOTECHNOLOGY"
10.1111/(ISSN)1365-2222,436,420,167,341.00,5031.0, 14.75,"CLINICAL & EXPERIMENTAL ALLERGY"
10.1111/(ISSN)1365-2362,280,269,111,220.00,3254.0, 14.79,"EUROPEAN JOURNAL OF CLINICAL INVESTIGATION"
10.1111/(ISSN)2044-8317,44,51,35, 43.33,641.0, 14.79,"BRITISH JOURNAL OF MATHEMATICAL AND STATISTICAL PSYCHOLOGY"
10.1111/(ISSN)1442-1984,53,65,43, 53.67,798.0, 14.87,"PLANT SPECIES BIOLOGY"
10.1002/(ISSN)1539-1612,84,82,46, 70.67,1052.0, 14.89,"PHARMACEUTICAL STATISTICS"
10.1111/(ISSN)1365-2826,387,387,187,320.33,4782.0, 14.93,"JOURNAL OF NEUROENDOCRINOLOGY"
10.1111/(ISSN)1467-9507,148,105,71,108.00,1615.0, 14.95,"SOCIAL DEVELOPMENT"
10.1002/(ISSN)1536-0733,41,28,16, 28.33,426.0, 15.04,"NEW DIRECTIONS FOR COMMUNITY COLLEGES"
10.1002/(ISSN)1879-3479,0,448,360,269.33,4063.0, 15.09,"INTERNATIONAL JOURNAL OF GYNECOLOGY &OBSTETRICS"
10.1111/(ISSN)1549-8719,178,221,66,155.00,2340.0, 15.10,"MICROCIRCULATION"
10.1111/(ISSN)1365-2850,154,168,136,152.67,2307.0, 15.11,"JOURNAL OF PSYCHIATRIC & MENTAL HEALTH NURSING"
10.1002/(ISSN)1942-7611,293,239,97,209.67,3171.0, 15.12,"DRUG TESTING AND ANALYSIS"
10.1111/(ISSN)1439-0434,266,249,146,220.33,3359.0, 15.25,"JOURNAL OF PHYTOPATHOLOGY"
10.1002/(ISSN)1099-0720,243,221,106,190.00,2907.0, 15.30,"APPLIED COGNITIVE PSYCHOLOGY"
10.1111/(ISSN)1747-0285,197,255,85,179.00,2740.0, 15.31,"CHEMICAL BIOLOGY & DRUG DESIGN"
10.1111/(ISSN)1468-5930,86,108,62, 85.33,1309.0, 15.34,"JOURNAL OF APPLIED PHILOSOPHY"
10.1111/(ISSN)1365-2893,338,293,147,259.33,3991.0, 15.39,"JOURNAL OF VIRAL HEPATITIS"
10.1111/(ISSN)1540-5842,50,53,24, 42.33,652.0, 15.40,"NEW PERSPECTIVES QUARTERLY"
10.1002/(ISSN)1708-945X,28,42,30, 33.33,514.0, 15.42,"THE CANADIAN JOURNAL OF STATISTICS/LA REVUE CANADIENNE DE STATISTIQUE"
10.1111/(ISSN)1440-1630,22,58,44, 41.33,639.0, 15.46,"AUSTRALIAN OCCUPATIONAL THERAPY JOURNAL"
10.1111/(ISSN)1466-769X,33,107,17, 52.33,811.0, 15.50,"NURSING PHILOSOPHY"
10.1111/(ISSN)1439-0426,159,124,90,124.33,1930.0, 15.52,"JOURNAL OF APPLIED ICHTHYOLOGY"
10.1002/(ISSN)2161-0029,9,8,0,5.67, 88.0, 15.53,"ADULTSPAN JOURNAL"
10.1002/(ISSN)1944-4079,30,47,17, 31.33,490.0, 15.64,"RISK,HAZARDS & CRISIS IN PUBLIC POLICY"
10.1002/(ISSN)1939-005X,158,232,127,172.33,2699.0, 15.66,"WILEY INTERDISCIPLINARY REVIEWS: SYSTEMS BIOLOGY AND MEDICINE"
10.1111/(ISSN)1365-2761,235,362,158,251.67,3949.0, 15.69,"JOURNAL OF FISH DISEASES"
10.1111/(ISSN)1365-2427,636,755,399,596.67,9372.0, 15.71,"FRESHWATER BIOLOGY"
10.1002/(ISSN)1545-7249,38,41,34, 37.67,593.0, 15.74,"TESOL QUARTERLY"
10.1002/(ISSN)1531-0361,65,80,36, 60.33,950.0, 15.75,"IRRIGATION AND DRAINAGE"
10.1002/(ISSN)1521-2254,166,140,82,129.33,2037.0, 15.75,"THE JOURNAL OF GENE MEDICINE"
10.1002/(ISSN)1839-4655,0,43,2, 15.00,237.0, 15.80,"AUSTRALIAN JOURNAL OF SOCIAL ISSUES"
10.1111/(ISSN)1758-0854,40,85,39, 54.67,864.0, 15.81,"APPLIED PSYCHOLOGY: HEALTH AND WELL-BEING"
